rank	score	word	letters	syllables	zipf	flags
1634	-0.79	puddles	7	2	2.91	not-in-dict,inflected
1635	-0.79	puhl	4	1	1.41	not-in-dict
1636	-0.8	papon	5	2	1.4	not-in-dict
1637	-0.8	pascucci	8	3	1.4	not-in-dict
1638	-0.8	patrone	7	3	1.4	not-in-dict
1639	-0.8	patties	7	2	2.9	not-in-dict,inflected
1640	-0.8	pavao	5	2	1.4	not-in-dict
1641	-0.8	pelon	5	2	1.4	not-in-dict
1642	-0.8	pernice	7	2	1.4	not-in-dict
1643	-0.8	petrick	7	2	1.4	not-in-dict
1644	-0.8	pistor	6	2	1.4	not-in-dict
1645	-0.8	pittenger	9	3	1.7	not-in-dict
1646	-0.8	pouches	7	2	2.9	not-in-dict,inflected
1647	-0.81	paddles	7	2	2.89	not-in-dict,inflected
1648	-0.81	panes	5	1	2.89	not-in-dict,inflected
1649	-0.81	pathmark	8	2	1.39	not-in-dict
1650	-0.81	pavelka	7	3	1.39	not-in-dict
1651	-0.81	pecha	5	2	1.39	not-in-dict
1652	-0.81	pennisi	7	3	1.39	not-in-dict
1653	-0.81	penson	6	2	1.39	not-in-dict
1654	-0.81	petrini	7	3	1.39	not-in-dict
1655	-0.81	pitts	5	1	2.89	not-in-dict,inflected
1656	-0.81	plitt	5	1	1.39	not-in-dict
1657	-0.81	poythress	9	2	1.69	not-in-dict
1658	-0.81	preaches	8	2	2.89	not-in-dict,inflected
1659	-0.81	profited	8	3	2.89	not-in-dict,inflected
1660	-0.81	purdom	6	2	1.39	not-in-dict
1661	-0.82	patchell	8	2	1.38	not-in-dict
1662	-0.82	pawtuxet	8	3	1.38	not-in-dict
1663	-0.82	pecking	7	2	2.88	not-in-dict,inflected
1664	-0.82	pickney	7	2	1.38	not-in-dict
1665	-0.82	pilz	4	1	1.38	not-in-dict
1666	-0.82	polachek	8	3	1.38	not-in-dict
1667	-0.82	pratte	6	1	1.38	not-in-dict
1668	-0.82	prides	6	1	2.88	not-in-dict,inflected
1669	-0.82	primack	7	2	1.38	not-in-dict
1670	-0.82	probed	6	1	2.88	not-in-dict,inflected
1671	-0.82	ptacek	6	2	1.38	not-in-dict
1672	-0.82	pupo	4	2	1.38	not-in-dict
1673	-0.82	purinton	8	3	1.38	not-in-dict
1674	-0.83	papale	6	3	1.37	not-in-dict
1675	-0.83	parizeau	8	3	1.37	not-in-dict
1676	-0.83	phippen	7	2	1.37	not-in-dict
1677	-0.83	pineiro	7	3	1.37	not-in-dict
1678	-0.83	plax	4	1	1.37	not-in-dict
1679	-0.83	pollini	7	3	1.37	not-in-dict
1680	-0.83	predates	8	2	2.87	not-in-dict,inflected
1681	-0.83	pressel	7	2	1.37	not-in-dict
1682	-0.83	prisk	5	1	1.37	not-in-dict
1683	-0.84	pacs	4	1	2.86	not-in-dict,inflected
1684	-0.84	palomo	6	3	1.36	not-in-dict
1685	-0.84	pars	4	1	2.86	not-in-dict,inflected
1686	-0.84	pasztor	7	2	1.36	not-in-dict
1687	-0.84	peiser	6	2	1.36	not-in-dict
1688	-0.84	pereda	6	3	1.36	not-in-dict
1689	-0.84	pesek	5	2	1.36	not-in-dict
1690	-0.84	pihl	4	1	1.36	not-in-dict
1691	-0.84	pimps	5	1	2.86	not-in-dict,inflected
1692	-0.84	plotnick	8	2	1.36	not-in-dict
1693	-0.84	plucking	8	2	2.86	not-in-dict,inflected
1694	-0.84	pollet	6	2	1.36	not-in-dict
1695	-0.84	posch	5	1	1.36	not-in-dict
1696	-0.84	powergen	8	3	1.36	not-in-dict
1697	-0.84	proms	5	1	2.86	not-in-dict,inflected
1698	-0.84	pulsifer	8	3	1.36	not-in-dict
1699	-0.85	pallo	5	2	1.35	not-in-dict
1700	-0.85	paraded	7	3	2.85	not-in-dict,inflected
1701	-0.85	passers	7	2	2.85	not-in-dict,inflected
1702	-0.85	peaslee	7	2	1.35	not-in-dict
1703	-0.85	pepple	6	2	1.35	not-in-dict
1704	-0.85	picha	5	2	1.35	not-in-dict
1705	-0.85	poppen	6	2	1.35	not-in-dict
1706	-0.85	potters	7	2	2.85	not-in-dict,inflected
1707	-0.85	poundstone	10	2	1.65	not-in-dict
1708	-0.85	prairies	8	2	2.85	not-in-dict,inflected
1709	-0.85	priolo	6	3	1.35	not-in-dict
1710	-0.85	protectors	10	3	3.15	not-in-dict,inflected
1711	-0.85	pruyn	5	1	1.35	not-in-dict
1712	-0.86	padley	6	2	1.34	not-in-dict
1713	-0.86	passey	6	2	1.34	not-in-dict
1714	-0.86	peffer	6	2	1.34	not-in-dict
1715	-0.86	peguero	7	3	1.34	not-in-dict
1716	-0.86	perlstein	9	2	1.64	not-in-dict
1717	-0.86	perverts	8	2	2.84	not-in-dict,inflected
1718	-0.86	picnics	7	2	2.84	not-in-dict,inflected
1719	-0.86	pilato	6	3	1.34	not-in-dict
1720	-0.86	pittsboro	9	3	1.64	not-in-dict
1721	-0.86	portlock	8	2	1.34	not-in-dict
1722	-0.86	potthast	8	2	1.34	not-in-dict
1723	-0.86	prettyman	9	3	1.64	not-in-dict
1724	-0.86	pruss	5	1	1.34	not-in-dict
1725	-0.86	pulsed	6	1	2.84	not-in-dict,inflected
1726	-0.87	pagemaker	9	3	1.63	not-in-dict
1727	-0.87	panico	6	3	1.33	not-in-dict
1728	-0.87	pantex	6	2	1.33	not-in-dict
1729	-0.87	peleton	7	3	1.33	not-in-dict
1730	-0.87	perreira	8	3	1.33	not-in-dict
1731	-0.87	perren	6	2	1.33	not-in-dict
1732	-0.87	pflug	5	1	1.33	not-in-dict
1733	-0.87	pickers	7	2	2.83	not-in-dict,inflected
1734	-0.87	piette	6	1	1.33	not-in-dict
1735	-0.87	pressuring	10	3	3.13	not-in-dict,inflected
1736	-0.87	punishes	8	3	2.83	not-in-dict,inflected
1737	-0.88	palombo	7	3	1.32	not-in-dict
1738	-0.88	pecci	5	2	1.32	not-in-dict
1739	-0.88	peloquin	8	3	1.32	not-in-dict
1740	-0.88	peres	5	2	2.82	not-in-dict,inflected
1741	-0.88	pers	4	1	2.82	not-in-dict,inflected
1742	-0.88	petie	5	2	1.32	not-in-dict
1743	-0.88	petrilli	8	3	1.32	not-in-dict
1744	-0.88	petrossian	10	3	1.62	not-in-dict
1745	-0.88	pickrell	8	2	1.32	not-in-dict
1746	-0.88	piech	5	1	1.32	not-in-dict
1747	-0.88	poage	5	2	1.32	not-in-dict
1748	-0.88	pohlmann	8	2	1.32	not-in-dict
1749	-0.88	prall	5	1	1.32	not-in-dict
1750	-0.88	pridgen	7	2	1.32	not-in-dict
1751	-0.88	privett	7	2	1.32	not-in-dict
1752	-0.88	professed	9	2	3.12	not-in-dict,inflected
1753	-0.88	pursley	7	2	1.32	not-in-dict
1754	-0.89	pacto	5	2	1.31	not-in-dict
1755	-0.89	panics	6	2	2.81	not-in-dict,inflected
1756	-0.89	pannone	7	3	1.31	not-in-dict
1757	-0.89	papke	5	1	1.31	not-in-dict
1758	-0.89	partisans	9	3	3.11	not-in-dict,inflected
1759	-0.89	pauling	7	2	2.31	proper-noun,inflected
1760	-0.89	pawlowski	9	3	1.61	not-in-dict
1761	-0.89	peens	5	1	1.31	not-in-dict
1762	-0.89	piche	5	1	1.31	not-in-dict
1763	-0.89	pikul	5	2	1.31	not-in-dict
1764	-0.89	piltz	5	1	1.31	not-in-dict
1765	-0.89	planas	6	2	1.31	not-in-dict
1766	-0.89	potier	6	3	1.31	not-in-dict
1767	-0.89	prosch	6	1	1.31	not-in-dict
1768	-0.89	purports	8	2	2.81	not-in-dict,inflected
1769	-0.9	paff	4	1	1.3	not-in-dict
1770	-0.9	pamplin	7	2	1.3	not-in-dict
1771	-0.9	pankratz	8	2	1.3	not-in-dict
1772	-0.9	partied	7	2	2.8	not-in-dict,inflected
1773	-0.9	patchin	7	2	1.3	not-in-dict
1774	-0.9	patted	6	2	2.8	not-in-dict,inflected
1775	-0.9	paychex	7	2	1.3	not-in-dict
1776	-0.9	pedrick	7	2	1.3	not-in-dict
1777	-0.9	peels	5	1	2.8	not-in-dict,inflected
1778	-0.9	petrakis	8	3	1.3	not-in-dict
1779	-0.9	petree	6	2	1.3	not-in-dict
1780	-0.9	pickins	7	2	1.3	not-in-dict
1781	-0.9	pilecki	7	3	1.3	not-in-dict
1782	-0.9	pinks	5	1	2.8	not-in-dict,inflected
1783	-0.9	plunges	7	2	2.8	not-in-dict,inflected
1784	-0.9	polaski	7	3	1.3	not-in-dict
1785	-0.9	pows	4	1	2.8	not-in-dict,inflected
1786	-0.9	primers	7	2	2.8	not-in-dict,inflected
1787	-0.9	prosise	7	2	1.3	not-in-dict
1788	-0.9	prospera	8	3	1.3	not-in-dict
1789	-0.9	pusch	5	1	1.3	not-in-dict
1790	-0.91	penberthy	9	3	1.59	not-in-dict
1791	-0.91	pentair	7	2	1.29	not-in-dict
1792	-0.91	peppi	5	2	1.29	not-in-dict
1793	-0.91	pinette	7	2	1.29	not-in-dict
1794	-0.91	pinho	5	2	1.29	not-in-dict
1795	-0.91	plasse	6	1	1.29	not-in-dict
1796	-0.91	polhill	7	2	1.29	not-in-dict
1797	-0.91	preddy	6	2	1.29	not-in-dict
1798	-0.91	presser	7	2	2.79	not-in-dict,inflected
1799	-0.91	pridmore	8	2	1.29	not-in-dict
1800	-0.92	panella	7	3	1.28	not-in-dict
1801	-0.92	parkes	6	1	2.78	not-in-dict,inflected
1802	-0.92	parmley	7	2	1.28	not-in-dict
1803	-0.92	paschke	7	1	1.28	not-in-dict
1804	-0.92	peetz	5	1	1.28	not-in-dict
1805	-0.92	pellegrin	9	3	1.58	not-in-dict
1806	-0.92	penalized	9	3	3.08	not-in-dict,inflected
1807	-0.92	pendley	7	2	1.28	not-in-dict
1808	-0.92	peppered	8	2	2.78	not-in-dict,inflected
1809	-0.92	petsch	6	1	1.28	not-in-dict
1810	-0.92	pharis	6	2	1.28	not-in-dict
1811	-0.92	phylis	6	2	1.28	not-in-dict
1812	-0.92	pianka	6	3	1.28	not-in-dict
1813	-0.92	pierpoint	9	2	1.58	not-in-dict
1814	-0.92	plam	4	1	1.28	not-in-dict
1815	-0.92	polyak	6	2	1.28	not-in-dict
1816	-0.92	porath	6	2	1.28	not-in-dict
1817	-0.92	portilla	8	3	1.28	not-in-dict
1818	-0.92	precincts	9	2	3.08	not-in-dict,inflected
1819	-0.92	profitt	7	2	1.28	not-in-dict
1820	-0.92	proofing	8	2	2.78	not-in-dict,inflected
1821	-0.92	propping	8	2	2.78	not-in-dict,inflected
1822	-0.92	proskauer	9	2	1.58	not-in-dict
1823	-0.92	puskar	6	2	1.28	not-in-dict
1824	-0.93	peloso	6	3	1.27	not-in-dict
1825	-0.93	pfohl	5	1	1.27	not-in-dict
1826	-0.93	philbrook	9	2	1.57	not-in-dict
1827	-0.93	phrased	7	1	2.77	not-in-dict,inflected
1828	-0.93	pieced	6	1	2.77	not-in-dict,inflected
1829	-0.93	pilson	6	2	1.27	not-in-dict
1830	-0.93	polland	7	2	1.27	not-in-dict
1831	-0.93	polluting	9	3	3.07	not-in-dict,inflected
1832	-0.93	posited	7	3	2.77	not-in-dict,inflected
1833	-0.93	preying	7	2	2.77	not-in-dict,inflected
1834	-0.93	puritans	8	3	2.77	not-in-dict,inflected
1835	-0.94	palko	5	2	1.26	not-in-dict
1836	-0.94	panek	5	2	1.26	not-in-dict
1837	-0.94	parlier	7	3	1.26	not-in-dict
1838	-0.94	parman	6	2	1.26	not-in-dict
1839	-0.94	peddy	5	2	1.26	not-in-dict
1840	-0.94	pehrson	7	2	1.26	not-in-dict
1841	-0.94	petroni	7	3	1.26	not-in-dict
1842	-0.94	pichardo	8	3	1.26	not-in-dict
1843	-0.94	pinkos	6	2	1.26	not-in-dict
1844	-0.94	prewett	7	2	1.26	not-in-dict
1845	-0.95	pandolfi	8	3	1.25	not-in-dict
1846	-0.95	panthea	7	3	1.25	not-in-dict
1847	-0.95	pared	5	1	2.75	not-in-dict,inflected
1848	-0.95	payrolls	8	2	2.75	not-in-dict,inflected
1849	-0.95	pearlstein	10	2	1.55	not-in-dict
1850	-0.95	pieter	6	2	2.75	not-in-dict,inflected
1851	-0.95	pikes	5	1	2.75	not-in-dict,inflected
1852	-0.95	pomerleau	9	3	1.55	not-in-dict
1853	-0.95	pommier	7	3	1.25	not-in-dict
1854	-0.95	ponzo	5	2	1.25	not-in-dict
1855	-0.95	posits	6	2	2.75	not-in-dict,inflected
1856	-0.95	profeta	7	3	1.25	not-in-dict
1857	-0.96	pasque	6	1	1.24	not-in-dict
1858	-0.96	pedigo	6	3	1.24	not-in-dict
1859	-0.96	pelerin	7	3	1.24	not-in-dict
1860	-0.96	pennel	6	2	1.24	not-in-dict
1861	-0.96	peria	5	3	1.24	not-in-dict
1862	-0.96	pettingill	10	3	1.54	not-in-dict
1863	-0.96	pharaohs	8	2	2.74	not-in-dict,inflected
1864	-0.96	pichette	8	2	1.24	not-in-dict
1865	-0.96	pinkard	7	2	1.24	not-in-dict
1866	-0.96	pohjola	7	3	1.24	not-in-dict
1867	-0.96	polinsky	8	3	1.24	not-in-dict
1868	-0.96	polis	5	2	2.74	not-in-dict,inflected
1869	-0.96	pomroy	6	2	1.24	not-in-dict
1870	-0.96	porches	7	2	2.74	not-in-dict,inflected
1871	-0.96	postures	8	2	2.74	not-in-dict,inflected
1872	-0.96	proffit	7	2	1.24	not-in-dict
1873	-0.97	paino	5	2	1.23	not-in-dict
1874	-0.97	parlato	7	3	1.23	not-in-dict
1875	-0.97	parrack	7	2	1.23	not-in-dict
1876	-0.97	paslay	6	2	1.23	not-in-dict
1877	-0.97	pedophiles	10	3	3.03	not-in-dict,inflected
1878	-0.97	peppin	6	2	1.23	not-in-dict
1879	-0.97	perrella	8	3	1.23	not-in-dict
1880	-0.97	pettet	6	2	1.23	not-in-dict
1881	-0.97	piccone	7	3	1.23	not-in-dict
1882	-0.97	plourde	7	1	1.23	not-in-dict
1883	-0.97	poteat	6	2	1.23	not-in-dict
1884	-0.97	pouncy	6	2	1.23	not-in-dict
1885	-0.98	padfield	8	2	1.22	not-in-dict
1886	-0.98	padget	6	2	1.22	not-in-dict
1887	-0.98	pagett	6	2	1.22	not-in-dict
1888	-0.98	pangburn	8	2	1.22	not-in-dict
1889	-0.98	pastels	7	2	2.72	not-in-dict,inflected
1890	-0.98	paup	4	1	1.22	not-in-dict
1891	-0.98	peiffer	7	2	1.22	not-in-dict
1892	-0.98	pepitone	8	3	1.22	not-in-dict
1893	-0.98	peterka	7	3	1.22	not-in-dict
1894	-0.98	piersall	8	2	1.22	not-in-dict
1895	-0.98	placida	7	3	1.22	not-in-dict
1896	-0.98	poag	4	1	1.22	not-in-dict
1897	-0.98	poppadom	8	3	1.22	not-in-dict
1898	-0.98	potapov	7	3	1.22	not-in-dict
1899	-0.98	poyner	6	2	1.22	not-in-dict
1900	-0.99	panoz	5	2	1.21	not-in-dict
1901	-0.99	paroled	7	2	2.71	not-in-dict,inflected
1902	-0.99	passon	6	2	1.21	not-in-dict
1903	-0.99	peacocks	8	2	2.71	not-in-dict,inflected
1904	-0.99	peil	4	1	1.21	not-in-dict
1905	-0.99	pembridge	9	2	1.51	not-in-dict
1906	-0.99	perkinson	9	3	1.51	not-in-dict
1907	-0.99	pigford	7	2	1.21	not-in-dict
1908	-0.99	plinius	7	3	1.21	not-in-dict
1909	-0.99	pohlad	6	2	1.21	not-in-dict
1910	-0.99	polyps	6	2	2.71	not-in-dict,inflected
1911	-0.99	popeil	6	2	1.21	not-in-dict
1912	-0.99	pough	5	1	1.21	not-in-dict
1913	-0.99	presides	8	2	2.71	not-in-dict,inflected
1914	-0.99	proietti	8	3	1.21	not-in-dict
1915	-0.99	prouse	6	1	1.21	not-in-dict
1916	-0.99	puddings	8	2	2.71	not-in-dict,inflected
1917	-1.0	pamella	7	3	1.2	not-in-dict
1918	-1.0	pangle	6	2	1.2	not-in-dict
1919	-1.0	pawlik	6	2	1.2	not-in-dict
1920	-1.0	pembleton	9	3	1.5	not-in-dict
1921	-1.0	petracca	8	3	1.2	not-in-dict
1922	-1.0	piquette	8	2	1.2	not-in-dict
1923	-1.0	plying	6	2	2.7	not-in-dict,inflected
1924	-1.0	pohle	5	2	1.2	not-in-dict
1925	-1.0	porzio	6	3	1.2	not-in-dict
1926	-1.0	pouting	7	2	2.7	not-in-dict,inflected
1927	-1.0	previte	7	2	1.2	not-in-dict
1928	-1.0	preyed	6	1	2.7	not-in-dict,inflected
1929	-1.0	prochnow	8	2	1.2	not-in-dict
1930	-1.0	pylons	6	2	2.7	not-in-dict,inflected
1931	-1.01	pardus	6	2	1.19	not-in-dict
1932	-1.01	parlett	7	2	1.19	not-in-dict
1933	-1.01	paullin	7	2	1.19	not-in-dict
1934	-1.01	pavich	6	2	1.19	not-in-dict
1935	-1.01	payoffs	7	2	2.69	not-in-dict,inflected
1936	-1.01	pedroso	7	3	1.19	not-in-dict
1937	-1.01	peroutka	8	3	1.19	not-in-dict
1938	-1.01	piatek	6	3	1.19	not-in-dict
1939	-1.01	pickens	7	2	2.69	not-in-dict,inflected
1940	-1.01	plows	5	1	2.69	not-in-dict,inflected
1941	-1.01	poarch	6	1	1.19	not-in-dict
1942	-1.01	postell	7	2	1.19	not-in-dict
1943	-1.01	prestage	8	2	1.19	not-in-dict
1944	-1.01	provencher	10	3	1.49	not-in-dict
1945	-1.02	paetz	5	1	1.18	not-in-dict
1946	-1.02	pajak	5	2	1.18	not-in-dict
1947	-1.02	parkfield	9	2	1.48	not-in-dict
1948	-1.02	perretta	8	3	1.18	not-in-dict
1949	-1.02	picower	7	2	1.18	not-in-dict
1950	-1.02	porcelli	8	3	1.18	not-in-dict
1951	-1.03	palash	6	2	1.17	not-in-dict
1952	-1.03	paprocki	8	3	1.17	not-in-dict
1953	-1.03	parables	8	3	2.67	not-in-dict,inflected
1954	-1.03	petitt	6	2	1.17	not-in-dict
1955	-1.03	picabo	6	3	1.17	not-in-dict
1956	-1.03	piecing	7	2	2.67	not-in-dict,inflected
1957	-1.03	pipher	6	2	1.17	not-in-dict
1958	-1.03	placards	8	2	2.67	not-in-dict,inflected
1959	-1.03	plaguing	8	2	2.67	not-in-dict,inflected
1960	-1.03	projectors	10	3	2.97	not-in-dict,inflected
1961	-1.03	puleo	5	3	1.17	not-in-dict
1962	-1.04	pastimes	8	2	2.66	not-in-dict,inflected
1963	-1.04	pedretti	8	3	1.16	not-in-dict
1964	-1.04	peered	6	1	2.66	not-in-dict,inflected
1965	-1.04	perone	6	2	1.16	not-in-dict
1966	-1.04	perrelli	8	3	1.16	not-in-dict
1967	-1.04	petrea	6	3	1.16	not-in-dict
1968	-1.04	pimping	7	2	2.66	not-in-dict,inflected
1969	-1.04	pitchmen	8	2	1.16	not-in-dict
1970	-1.04	ploetz	6	1	1.16	not-in-dict
1971	-1.04	pollina	7	3	1.16	not-in-dict
1972	-1.04	poppleton	9	3	1.46	not-in-dict
1973	-1.04	pridgeon	8	2	1.16	not-in-dict
1974	-1.04	proclaims	9	2	2.96	not-in-dict,inflected
1975	-1.04	profiting	9	3	2.96	not-in-dict,inflected
1976	-1.04	prouder	7	2	2.66	not-in-dict,inflected
1977	-1.04	punts	5	1	2.66	not-in-dict,inflected
1978	-1.04	purifoy	7	3	1.16	not-in-dict
1979	-1.04	purists	7	2	2.66	not-in-dict,inflected
1980	-1.05	pauletta	8	3	1.15	not-in-dict
1981	-1.05	paylor	6	2	1.15	not-in-dict
1982	-1.05	pelc	4	1	1.15	not-in-dict
1983	-1.05	pelts	5	1	2.65	not-in-dict,inflected
1984	-1.05	peschel	7	2	1.15	not-in-dict
1985	-1.05	petrin	6	2	1.15	not-in-dict
1986	-1.05	petzel	6	2	1.15	not-in-dict
1987	-1.05	picaro	6	3	1.15	not-in-dict
1988	-1.05	pickar	6	2	1.15	not-in-dict
1989	-1.05	pingel	6	2	1.15	not-in-dict
1990	-1.05	pitblado	8	3	1.15	not-in-dict
1991	-1.05	platters	8	2	2.65	not-in-dict,inflected
1992	-1.05	plue	4	1	1.15	not-in-dict
1993	-1.05	polzin	6	2	1.15	not-in-dict
1994	-1.05	pugmire	7	2	1.15	not-in-dict
1995	-1.05	purt	4	1	1.15	not-in-dict
1996	-1.05	putco	5	2	1.15	not-in-dict
1997	-1.06	pasts	5	1	2.64	not-in-dict,inflected
1998	-1.06	peeked	6	1	2.64	not-in-dict,inflected
1999	-1.06	pendelton	9	3	1.44	not-in-dict
2000	-1.06	perceives	9	2	2.94	not-in-dict,inflected
2001	-1.06	perrotti	8	3	1.14	not-in-dict
2002	-1.06	petruzzi	8	3	1.14	not-in-dict
2003	-1.06	pickell	7	2	1.14	not-in-dict
2004	-1.06	placencia	9	3	1.44	not-in-dict
2005	-1.06	planeload	9	2	1.44	not-in-dict
2006	-1.06	pliska	6	2	1.14	not-in-dict
2007	-1.06	postino	7	3	1.14	not-in-dict
2008	-1.06	prause	6	1	1.14	not-in-dict
2009	-1.06	prioleau	8	3	1.14	not-in-dict
2010	-1.06	prock	5	1	1.14	not-in-dict
2011	-1.07	pait	4	1	1.13	not-in-dict
2012	-1.07	palmquist	9	2	1.43	not-in-dict
2013	-1.07	panelists	9	3	2.93	not-in-dict,inflected
2014	-1.07	paychecks	9	2	2.93	not-in-dict,inflected
2015	-1.07	pellston	8	2	1.13	not-in-dict
2016	-1.07	perkovic	8	3	1.13	not-in-dict
2017	-1.07	perlow	6	2	1.13	not-in-dict
2018	-1.07	pierotti	8	3	1.13	not-in-dict
2019	-1.07	pivots	6	2	2.63	not-in-dict,inflected
2020	-1.07	plagens	7	2	1.13	not-in-dict
2021	-1.07	plotters	8	2	2.63	not-in-dict,inflected
2022	-1.07	poppers	7	2	2.63	not-in-dict,inflected
2023	-1.07	posses	6	2	2.63	not-in-dict,inflected
2024	-1.07	prugh	5	1	1.13	not-in-dict
2025	-1.07	purviance	9	3	1.43	not-in-dict
2026	-1.08	paddack	7	2	1.12	not-in-dict
2027	-1.08	pappert	7	2	1.12	not-in-dict
2028	-1.08	penzer	6	2	1.12	not-in-dict
2029	-1.08	pivoting	8	3	2.62	not-in-dict,inflected
2030	-1.08	priebke	7	2	1.12	not-in-dict
2031	-1.08	procuring	9	3	2.92	not-in-dict,inflected
2032	-1.09	pacts	5	1	2.61	not-in-dict,inflected
2033	-1.09	pappas	6	2	2.61	not-in-dict,inflected
2034	-1.09	pauls	5	1	2.61	not-in-dict,inflected
2035	-1.09	pechiney	8	3	1.11	not-in-dict
2036	-1.09	perdew	6	2	1.11	not-in-dict
2037	-1.09	perritt	7	2	1.11	not-in-dict
2038	-1.09	petteway	8	2	1.11	not-in-dict
2039	-1.09	phebus	6	2	1.11	not-in-dict
2040	-1.09	plamondon	9	3	1.41	not-in-dict
2041	-1.09	plummeted	9	3	2.91	not-in-dict,inflected
2042	-1.09	prancing	8	2	2.61	not-in-dict,inflected
2043	-1.09	prisms	6	2	2.61	not-in-dict,inflected
2044	-1.09	prowling	8	2	2.61	not-in-dict,inflected
2045	-1.09	pulleys	7	2	2.61	not-in-dict,inflected
2046	-1.1	palese	6	3	1.1	not-in-dict
2047	-1.1	pangs	5	1	2.6	not-in-dict,inflected
2048	-1.1	parillo	7	3	1.1	not-in-dict
2049	-1.1	peeks	5	1	2.6	not-in-dict,inflected
2050	-1.1	petrik	6	2	1.1	not-in-dict
2051	-1.1	petta	5	2	1.1	not-in-dict
2052	-1.1	pettengill	10	3	1.4	not-in-dict
2053	-1.1	pflaum	6	1	1.1	not-in-dict
2054	-1.1	philon	6	2	1.1	not-in-dict
2055	-1.1	pickets	7	2	2.6	not-in-dict,inflected
2056	-1.1	pierron	7	2	1.1	not-in-dict
2057	-1.1	piglets	7	2	2.6	not-in-dict,inflected
2058	-1.1	placek	6	2	1.1	not-in-dict
2059	-1.1	placzek	7	2	1.1	not-in-dict
2060	-1.1	plemmons	8	2	1.1	not-in-dict
2061	-1.1	priors	6	2	2.6	not-in-dict,inflected
2062	-1.1	prospered	9	2	2.9	not-in-dict,inflected
2063	-1.11	paiz	4	1	1.09	not-in-dict
2064	-1.11	palardy	7	3	1.09	not-in-dict
2065	-1.11	parlee	6	2	1.09	not-in-dict
2066	-1.11	paske	5	1	1.09	not-in-dict
2067	-1.11	pellman	7	2	1.09	not-in-dict
2068	-1.11	petrow	6	2	1.09	not-in-dict
2069	-1.11	piny	4	2	1.09	not-in-dict
2070	-1.11	popejoy	7	2	1.09	not-in-dict
2071	-1.11	presumes	8	2	2.59	not-in-dict,inflected
2072	-1.11	prochaska	9	3	1.39	not-in-dict
2073	-1.12	paluch	6	2	1.08	not-in-dict
2074	-1.12	passaro	7	3	1.08	not-in-dict
2075	-1.12	peapack	7	2	1.08	not-in-dict
2076	-1.12	peevey	6	2	1.08	not-in-dict
2077	-1.12	perpich	7	2	1.08	not-in-dict
2078	-1.12	petitjean	9	3	1.38	not-in-dict
2079	-1.12	phagan	6	2	1.08	not-in-dict
2080	-1.12	pianists	8	3	2.58	not-in-dict,inflected
2081	-1.12	pinkest	7	2	1.08	not-in-dict
2082	-1.12	pisciotta	9	3	1.38	not-in-dict
2083	-1.12	pleiad	6	2	1.08	not-in-dict
2084	-1.12	poynor	6	2	1.08	not-in-dict
2085	-1.12	proehl	6	1	1.08	not-in-dict
2086	-1.12	prosser	7	2	2.58	not-in-dict,inflected
2087	-1.12	pruess	6	1	1.08	not-in-dict
2088	-1.13	palos	5	2	2.57	not-in-dict,inflected
2089	-1.13	parady	6	3	1.07	not-in-dict
2090	-1.13	parsell	7	2	1.07	not-in-dict
2091	-1.13	penuel	6	2	1.07	not-in-dict
2092	-1.13	perches	7	2	2.57	not-in-dict,inflected
2093	-1.13	pickands	8	2	1.07	not-in-dict
2094	-1.13	pindling	8	2	1.07	not-in-dict
2095	-1.13	ponders	7	2	2.57	not-in-dict,inflected
2096	-1.13	pounced	7	1	2.57	not-in-dict,inflected
2097	-1.13	propellers	10	3	2.87	not-in-dict,inflected
2098	-1.13	pruned	6	1	2.57	not-in-dict,inflected
2099	-1.13	pushers	7	2	2.57	not-in-dict,inflected
2100	-1.14	palmerton	9	3	1.36	not-in-dict
2101	-1.14	paone	5	2	1.06	not-in-dict
2102	-1.14	parrella	8	3	1.06	not-in-dict
2103	-1.14	partain	7	2	1.06	not-in-dict
2104	-1.14	patenaude	9	3	1.36	not-in-dict
2105	-1.14	pees	4	1	2.56	not-in-dict,inflected
2106	-1.14	pettis	6	2	2.56	not-in-dict,inflected
2107	-1.14	pharisees	9	3	2.86	not-in-dict,inflected
2108	-1.14	phegley	7	2	1.06	not-in-dict
2109	-1.14	phosphatic	10	3	1.36	not-in-dict
2110	-1.14	pikus	5	2	1.06	not-in-dict
2111	-1.14	pimental	8	3	1.06	not-in-dict
2112	-1.14	ponzio	6	3	1.06	not-in-dict
2113	-1.14	pooper	6	2	2.56	not-in-dict,inflected
2114	-1.14	priroda	7	3	1.06	not-in-dict
2115	-1.15	parrino	7	3	1.05	not-in-dict
2116	-1.15	patillo	7	3	1.05	not-in-dict
2117	-1.15	pelkey	6	2	1.05	not-in-dict
2118	-1.15	petrosa	7	3	1.05	not-in-dict
2119	-1.15	petroski	8	3	1.05	not-in-dict
2120	-1.15	piehl	5	1	1.05	not-in-dict
2121	-1.15	pille	5	1	1.05	not-in-dict
2122	-1.15	plantings	9	2	2.85	not-in-dict,inflected
2123	-1.15	poggioli	8	3	1.05	not-in-dict
2124	-1.15	powless	7	2	1.05	not-in-dict
2125	-1.15	publics	7	2	2.55	not-in-dict,inflected
2126	-1.15	pursuers	8	3	2.55	not-in-dict,inflected
2127	-1.16	pearline	8	2	1.04	not-in-dict
2128	-1.16	pechman	7	2	1.04	not-in-dict
2129	-1.16	pinker	6	2	2.54	not-in-dict,inflected
